numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07608;20151201071500;1327.000000;0;0.000000;283.150000;260.560000;19;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.150000;mq;285.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07898;20151201072000;1080.000000;0;0.000000;273.050000;mq;mq;0;4;0;7;7;800;6;/;/;0.000000;mq;269.750000;mq;279.650000;0.150000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151201070000;1281.000000;0;0.000000;270.350000;268.180000;85;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.050000;mq;280.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151201065000;1665.000000;90;2.000000;275.150000;260.160000;32;0;0;0;2;0;8000;0;0;2;0.000000;mq;270.750000;mq;282.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151201065600;1107.000000;0;0.000000;277.650000;264.880000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.550000;mq;287.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07952;20151201084500;1840.000000;0;0.000000;278.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.600000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;mq;0.000000;mq;3;2;mq;2;mq;
07729;20151201070000;636.000000;0;0.000000;268.850000;268.170000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.450000;mq;287.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151201070000;680.000000;0;0.000000;269.050000;268.230000;94;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.950000;mq;280.050000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20151201074500;1570.000000;0;0.000000;272.150000;mq;mq;0;0;0;1;0;8000;0;0;2;0.000000;mq;269.950000;mq;279.150000;0.110000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151201073000;1850.000000;360;1.000000;265.150000;263.800000;90;0;0;0;3;1;800;0;4;2;0.000000;mq;264.950000;mq;273.950000;0.300000;0.000000;-99;768.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07895;20151201064500;1970.000000;0;0.000000;266.850000;266.320000;96;0;7;0;0;0;mq;0;0;0;0.200000;mq;265.850000;mq;276.150000;0.280000;0.020000;-99;768.000000;3102.000000;mq;267.250000;mq;0;3;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;3;mq;1;180.000000;
07900;20151201075000;2040.000000;0;0.000000;266.750000;265.380000;90;0;7;0;1;0;8000;0;0;2;0.500000;mq;mq;mq;mq;0.330000;0.010000;-99;768.000000;3101.000000;mq;267.650000;mq;0;0;2;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;2;3;mq;1;140.000000;
07904;20151201070000;2080.000000;180;1.000000;262.750000;261.840000;93;0;7;0;1;0;8000;0;0;2;0.200000;mq;262.650000;mq;276.550000;0.270000;0.010000;-99;768.000000;3101.000000;mq;265.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07912;20151201070000;1707.000000;90;2.000000;268.150000;266.320000;87;0;0;0;5;5;250;5;0;0;0.000000;mq;264.150000;mq;271.650000;0.190000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151201072700;1860.000000;90;4.000000;269.150000;256.260000;36;0;0;0;1;1;1250;0;3;0;0.000000;mq;268.850000;mq;278.550000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07945;20151201080000;1270.000000;0;0.000000;272.850000;266.660000;63;0;0;0;4;3;3500;0;3;2;0.000000;mq;270.250000;mq;282.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151201121500;1270.000000;0;0.000000;275.950000;269.810000;64;0;0;0;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.030000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151201130000;1281.000000;0;2.000000;278.650000;274.000000;72;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151201113500;1665.000000;90;2.000000;284.650000;265.800000;26;0;0;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07895;20151201123000;1970.000000;0;0.000000;276.450000;262.070000;34;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.280000;0.000000;-50;750.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;3;mq;1;180.000000;
07457;20151201104500;790.000000;0;0.000000;274.650000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.100000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151201120000;970.000000;0;0.000000;282.150000;mq;mq;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.020000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151201123000;1850.000000;200;1.000000;271.550000;265.630000;64;0;0;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;0.300000;0.000000;-50;750.000000;3100.000000;mq;268.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07608;20151201123000;1327.000000;0;0.000000;286.150000;263.040000;19;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07893;20151201120000;1780.000000;0;0.000000;273.150000;267.150000;64;0;0;0;3;0;8000;0;0;2;mq;mq;mq;mq;mq;0.270000;0.000000;-50;750.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9;4;mq;1;150.000000;
07913;20151201123000;2320.000000;0;0.000000;271.150000;mq;mq;0;0;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;0.400000;0.000000;-50;750.000000;3100.000000;mq;266.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;0;0;0;mq;mq;
07484;20151202064500;1018.000000;0;0.000000;265.650000;mq;mq;0;4;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;278.650000;0.160000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20151202071500;1850.000000;50;1.000000;268.950000;261.020000;54;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.150000;mq;273.650000;0.300000;0.000000;-99;768.000000;3100.000000;mq;262.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07499;20151202080000;1025.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;0.140000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07888;20151202073000;1800.000000;0;0.000000;278.750000;259.220000;23;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.250000;mq;281.850000;0.190000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07895;20151202064500;1970.000000;0;0.000000;273.450000;257.880000;30;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.150000;mq;277.150000;0.270000;0.000000;-99;768.000000;3100.000000;mq;269.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;1;3;mq;1;130.000000;
07898;20151202073000;1080.000000;0;0.000000;268.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.650000;mq;280.650000;0.120000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07954;20151202065700;1107.000000;90;3.000000;282.250000;263.740000;26;0;0;0;3;2;2250;0;3;2;0.000000;mq;277.350000;mq;288.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151202061000;790.000000;0;0.000000;271.950000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;271.650000;mq;276.150000;0.090000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151202071500;1327.000000;0;0.000000;284.150000;262.030000;20;0;0;0;4;2;1750;0;3;2;0.000000;mq;282.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151202070000;1270.000000;0;0.000000;278.150000;268.040000;48;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.650000;mq;279.150000;0.210000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07900;20151202073000;2040.000000;0;0.000000;274.850000;260.280000;33;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.650000;mq;276.050000;0.320000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;0;1;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;3;3;mq;1;160.000000;
07904;20151202070000;2080.000000;0;0.000000;267.650000;255.560000;38;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.750000;mq;274.550000;0.270000;0.000000;-99;768.000000;3100.000000;mq;266.150000;mq;0;0;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07912;20151202070000;1707.000000;0;0.000000;267.150000;263.610000;76;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.050000;mq;273.450000;0.190000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151202070000;636.000000;0;0.000000;268.550000;267.870000;95;0;0;0;2;0;8000;0;0;2;0.000000;mq;268.150000;mq;286.850000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151202080000;1860.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;/;/;/;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151202070000;680.000000;0;0.000000;270.150000;269.030000;92;0;0;0;2;0;8000;0;0;2;0.000000;mq;268.950000;mq;277.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151202070000;1000.000000;0;0.000000;283.450000;262.640000;22;0;0;0;3;3;3500;0;3;0;0.000000;mq;276.150000;mq;289.350000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07918;20151202080000;2284.000000;0;0.000000;273.750000;256.420000;26;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.550000;mq;275.950000;0.400000;0.000000;-99;768.000000;3100.000000;mq;266.550000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07939;20151202071400;1860.000000;90;4.000000;272.150000;259.930000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;269.150000;mq;279.750000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151202083000;970.000000;0;0.000000;281.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.150000;mq;282.150000;0.010000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07589;20151202081000;1570.000000;0;0.000000;278.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;272.150000;mq;281.150000;0.100000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;1;mq;1;mq;
07457;20151202104500;790.000000;0;0.000000;273.350000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.090000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151202120000;970.000000;0;0.000000;284.150000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07590;20151202123000;1270.000000;0;0.000000;281.550000;264.080000;28;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.030000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151202123000;1327.000000;0;0.000000;285.150000;262.860000;20;0;0;0;2;0;8000;0;0;2;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151202113500;1665.000000;90;2.000000;287.850000;268.020000;25;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151202130000;1281.000000;0;0.000000;284.150000;274.130000;50;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.000000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07729;20151203070000;636.000000;0;0.000000;267.850000;267.180000;95;0;0;0;0;0;mq;0;0;0;0.000000;mq;267.850000;mq;288.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07881;20151203070000;2590.000000;90;4.000000;274.250000;254.860000;22;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.520000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;3;mq;1;120.000000;
07898;20151203072000;1080.000000;0;0.000000;270.150000;mq;mq;0;0;0;2;0;8000;0;0;9;0.000000;268.150000;mq;282.650000;mq;0.100000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07962;20151203065000;680.000000;0;0.000000;268.850000;267.890000;93;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.850000;mq;278.450000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07966;20151203070000;1000.000000;0;0.000000;278.750000;264.110000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.050000;mq;288.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07457;20151203060500;790.000000;0;0.000000;272.550000;mq;mq;0;0;0;3;0;8000;0;0;2;0.000000;271.550000;mq;275.150000;mq;0.080000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07876;20151203070000;1270.000000;0;0.000000;278.150000;265.000000;38;0;0;0;1;1;1750;0;3;0;0.000000;mq;277.150000;mq;285.150000;0.170000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07917;20151203070000;1281.000000;0;0.000000;269.850000;265.520000;72;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.450000;mq;284.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07931;20151203064500;1665.000000;90;2.000000;274.750000;259.020000;30;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.850000;mq;288.550000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07939;20151203072300;1860.000000;90;4.000000;272.750000;258.780000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;270.950000;mq;278.650000;0.020000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07608;20151203071500;1327.000000;0;0.000000;279.150000;275.960000;80;0;0;0;0;0;mq;0;0;0;0.000000;mq;278.150000;mq;286.650000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07489;20151203080000;970.000000;0;0.000000;283.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.150000;mq;288.150000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07875;20151203074500;1860.000000;0;0.000000;275.750000;256.670000;23;0;0;0;0;0;mq;0;0;0;0.000000;mq;274.050000;mq;282.550000;0.310000;0.000000;-99;768.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;3;mq;1;240.000000;
07498;20151203070000;1850.000000;50;1.000000;270.750000;260.960000;47;0;0;0;3;3;3500;0;3;0;0.000000;mq;268.650000;mq;278.150000;0.280000;0.000000;-99;768.000000;3100.000000;mq;263.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;4;mq;mq;mq;
07889;20151203074500;1800.000000;0;0.000000;278.650000;258.020000;21;0;0;0;0;0;mq;0;0;0;0.000000;mq;276.150000;mq;mq;0.180000;0.000000;-99;768.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;4;mq;mq;mq;
07891;20151203070000;1200.000000;0;0.000000;278.450000;263.840000;34;0;0;0;2;2;mq;0;3;0;0.000000;mq;277.150000;mq;281.650000;0.200000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;
07893;20151203073000;1780.000000;180;2.000000;272.650000;262.440000;46;0;0;0;2;0;8000;0;0;2;0.000000;mq;270.950000;mq;276.950000;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;4;mq;1;180.000000;
07895;20151203064500;1970.000000;0;0.000000;273.650000;257.220000;28;0;0;0;3;3;3500;0;3;0;0.000000;mq;272.850000;mq;280.350000;0.250000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;2;4;mq;1;200.000000;
07904;20151203070000;2080.000000;0;0.000000;271.850000;251.730000;20;0;0;0;2;2;3500;0;3;0;0.000000;mq;267.650000;mq;279.150000;0.270000;0.000000;-99;768.000000;3100.000000;mq;269.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;2;mq;mq;mq;
07918;20151203083500;2284.000000;90;2.000000;274.550000;258.000000;28;0;0;0;0;0;mq;0;0;0;0.000000;mq;273.150000;mq;279.750000;0.380000;0.000000;-99;768.000000;3100.000000;mq;268.250000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07900;20151203070000;2040.000000;90;4.000000;275.750000;258.600000;27;0;0;0;7;5;3500;0;3;2;0.000000;mq;274.450000;mq;279.850000;0.300000;0.000000;-99;768.000000;3100.000000;mq;267.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;4;mq;1;180.000000;
07912;20151203070000;1707.000000;0;0.000000;269.750000;263.100000;60;0;0;0;2;2;1250;0;3;0;0.000000;mq;266.750000;mq;275.050000;0.180000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
